Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Spent Days,Project Status,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Schedule Status,Cost Variance ($ M),Financial Status,Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1148,,HCHB Network,Infrastructure backbone for IT Services for HCHB Campus.,2005-01-10T00:00:00Z,2016-09-30T00:00:00Z,4280,Processing,,,44,0,0,Balanced schedule,0.607,Excess budget,7.47,8.123272,7.516272,2012-06-29T00:00:00Z,7:21:57,0409O11001
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1149,,ITCSC help desk,Office of the Secretary IT Help Desk.,2005-01-10T00:00:00Z,2016-09-30T00:00:00Z,4280,Processing,2012-03-30T00:00:00Z,2012-09-30T00:00:00Z,11,-184,-152.07,Under schedule,0,Balanced budget,0,3.5,3.5,2012-04-26T00:00:00Z,6:51:14,0409O11002
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1150,,OIG IT Helpdesk,DOC OIG is using contracting service perform operations and maintenance (O and M) support of the Information Technology (IT) enterprise environment.,2011-03-10T00:00:00Z,2016-09-30T00:00:00Z,2030,Processing,,,5.6,-47,-26.26,Under schedule,0,Balanced budget,0,0.1,0.1,2012-05-30T00:00:00Z,9:55:41,60011001
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1151,,OIG IT Infrastructure,"OIG intends to acquire contractor services to accomplish the following IT engineering projects: Windows System Upgrade, Network Security - OIG managed, PIV / OAC Card Logical Access, PKI Security Internal email encryption, NARA certify all OIG servers, Desktop Web Conferencing, Upgrade COOP to HOT SITE, VOIP upgrade with MS Outlook, Exchange, Data Center Consolidation.",2011-01-12T00:00:00Z,2016-09-30T00:00:00Z,2087,Processing,,,2,0,0,Balanced schedule,0,Balanced budget,0,0.4,0.4,2012-04-26T00:00:00Z,6:51:14,60011002
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1152,,OIT General system support,"DOC OIG IT (O & M) support and maintenance of software, equipments, and technology refresh.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,Completed,,,2.8,-287,-896.88,Under schedule,0,Balanced budget,0,0.248,0.248,2012-04-26T00:00:00Z,6:51:14,60011003
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),1153,,Upgrade EDA Network Capacity & Speed,EDA is upgrading its 4 x T1 VBNS+ network to MPLS T3 service at HQ and all regional offices.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,Completed,2012-03-31T00:00:00Z,2012-03-19T00:00:00Z,1.0001,12,4.84,Excess schedule,0.32701,Excess budget,32.7,1,0.67299,2012-06-29T00:00:00Z,7:21:57,612511D1
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),"2,878",,CAI Integration,Retire BECCI-2 and integrate the systems into CAI. 4/12/2012:   BECCI-2 network environment has been retained. It is accessed from CAI-M.,2011-01-10T00:00:00Z,2012-01-02T00:00:00Z,357,Completed,2012-05-01T00:00:00Z,2012-05-02T00:00:00Z,0.2,-31,-32.98,Under schedule,0,Balanced budget,0,0.2,0.2,2012-05-30T00:00:00Z,9:55:41,550511001
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2879,,Windows Rearchitecture,Windows server infrastructure rearchitecture and Windows 7 deployment.,2011-01-07T00:00:00Z,2013-03-31T00:00:00Z,814,Completed,,,1.445,0,0,Balanced schedule,-0.0031,Under budget,-0.21,1.442,1.4451,2012-06-29T00:00:00Z,7:21:57,6514O11001
006-000051100,725,6,Department of Commerce,Consolidated HCHB IT Infrastructure (CHII),2880,,Trusted Internet Connection,Implementation of Trusted Internet Connection (TIC).,2011-01-07T00:00:00Z,2013-03-29T00:00:00Z,812,Completed,,,0.5015,0,0,Balanced schedule,0.0461,Excess budget,9.19,0.5015,0.4554,2012-05-30T00:00:00Z,9:55:41,6514O11002
006-000310300,777,6,Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&M),1312,,NEXRAD Software,"Provides software engineering support to meet Tri-Agency software requirements.  This is for build and update related CPCI integration activities, test equipment configuration and loading, informal testing related to Dual Polarization radar product development, Full Load testing, and general activities associated with informal testing and coordination of shorter duration builds.",2010-06-09T00:00:00Z,2012-10-26T00:00:00Z,870,Completed,2012-05-25T00:00:00Z,2012-05-25T00:00:00Z,0.33,-98,-30.43,Under schedule,0,Balanced budget,0,0.18,0.18,2012-03-29T00:00:00Z,9:55:30,3103M10001
006-000310300,777,6,Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&M),1313,,SPG Software,"Provides software engineering support to meet SPG requirements which are NWS specific and not shared by the other agencies.  This is for build and update related CPCI integration activities, test equipment configuration and loading, informal testing related to SPG software maintenance and testing.",2011-05-08T00:00:00Z,2012-01-08T00:00:00Z,245,Completed,2012-01-08T00:00:00Z,2012-01-08T00:00:00Z,0.18,-30,-8.29,Under schedule,0,Balanced budget,0,0.18,0.18,2012-03-29T00:00:00Z,9:55:30,3103M11005
006-000310300,777,6,Department of Commerce,NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&M),1314,,IT Refresh,Provides refresh of IT components to address technology obsolescence and extend the life cycle of the WSR-88D and SPG.  Commercial computer equipment supportability issues typically surface after five to seven years of service.,2011-10-20T00:00:00Z,2012-10-26T00:00:00Z,372,Completed,2012-06-29T00:00:00Z,2012-06-29T00:00:00Z,0.04,-63,-46.67,Under schedule,0,Balanced budget,0,0.04,0.04,2012-03-29T00:00:00Z,9:55:30,3103M11006
006-000351100,925,6,Department of Commerce,NOAA/NOAA/ IT Infrastructure,1304,,NOAAnet,"Planning and beginning execution of a collection of integrated networks, with as little redundancy as possible. includes: development of governance structure to enable leverage of each other's networks, matching of service-level agreements to requirements, ensuring networks are assigned appropriate and acceptable risk levels, developing a central repository of circuits and associated agreements, contracts consolidation and routing through Trusted Internet Connection Access Providers (TICAPS).",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,Completed,,,4.25,0,0,Balanced schedule,0,Balanced budget,0,4.25,4.25,2011-10-26T00:00:00Z,8:04:32,3511M1004
006-999994060,926,6,Department of Commerce,OS OHRM Human Resource Management System (HRMS),1987,,HRMS Program Office,Program/project management support and oversight for all planned activities.,2011-01-02T00:00:00Z,2014-09-30T00:00:00Z,1366,Completed,,,0.707722,0,0,Balanced schedule,0.003369,Excess budget,0.66,0.507256,0.503887,2012-06-29T00:00:00Z,7:10:04,0406D11001
006-999994060,926,6,Department of Commerce,OS OHRM Human Resource Management System (HRMS),1988,,Workforce Analytics (WA) Deployment,Deploy Treasury Workforce Analytics to DOC FOCUS users.,2011-09-30T00:00:00Z,2012-02-29T00:00:00Z,152,Completed,,,0.29143,-184,-121.05,Under schedule,0,Balanced budget,0,0.29143,0.29143,2012-01-30T00:00:00Z,8:16:18,0406D11002
006-999994060,926,6,Department of Commerce,OS OHRM Human Resource Management System (HRMS),1991,,Census Decennial Migration,Completion of all activities to reach go/no decision to migrate Census Decennial to Treasury HR Connect and subsequent migration (if applicable).,2012-02-04T00:00:00Z,2013-09-30T00:00:00Z,603,Completed,,,3.835079,0,0,Balanced schedule,0,Balanced budget,0,3.835079,3.835079,2012-01-30T00:00:00Z,8:16:19,0406D13005
006-999994060,926,6,Department of Commerce,OS OHRM Human Resource Management System (HRMS),1993,,Operations and Maintenance,"DOC operations center support, license maintenance and system per seat costs.",2012-02-04T00:00:00Z,2021-09-30T00:00:00Z,3525,Processing,,,76.09074,0,0,Balanced schedule,0,Balanced budget,0,76.09074,76.09074,2012-01-30T00:00:00Z,8:16:19,0406O12008
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),847,,Configure COTS FPNG,"Configure Momentum to be the Revenue Subsidiary Ledger for FPNG - Includes pricing table, accounts receivable, accounts payable, deposit account agreements, and patent/trademark application notebooks.",2010-12-15T00:00:00Z,2012-08-28T00:00:00Z,621,Completed,2012-08-28T00:00:00Z,2012-08-28T00:00:00Z,1.29675,-3,-0.48,Under schedule,0.07589,Excess budget,5.85,1.29675,1.22086,2012-08-15T00:00:00Z,7:06:26,8031X11012
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),848,,Create Reports in EDW FPNG,Implement ETL Tool and Pull Momentum data into the EDW. Reports from the RAM and from the Momentum data sources can be compared to ensure conversion and ongoing synchronization.,2011-06-30T00:00:00Z,2012-12-31T00:00:00Z,550,Completed,,,2.04412,-147,-36.48,Under schedule,0,Balanced budget,0,2.04412,2.04412,2012-08-15T00:00:00Z,7:06:26,8031X11015
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),852,,Decouple FPNG from Legacy Systems,Remove database links between RAM and other USPTO systems and replace them with web services. More loosely coupled integrations will ease the transition from RAM to FPNG.,2011-01-10T00:00:00Z,2012-12-28T00:00:00Z,718,Completed,2012-12-28T00:00:00Z,2013-03-27T00:00:00Z,2.05995,-89,-19.6,Under schedule,1.0E-5,Excess budget,0,2.05995,2.05994,2012-08-15T00:00:00Z,7:06:26,8031X12020
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),853,,FY12 Manage Program,Manage overarching business and technical dependencies. Determine overall program transition. Prepare and continually update program management plan documents. Provide stakeholder communications.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,Completed,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,1.035,0,0,Balanced schedule,0.053,Excess budget,5.12,1.035,0.982,2012-08-15T00:00:00Z,7:06:26,8031X12191
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),854,,FPNG UI&I Reference Data Services,Turn off reference data entry functionality in RAM and replace with FPNG user interface that will update Momentun reference tables during dual processing. Momentun will then update RAM reference tables.,2011-10-19T00:00:00Z,2012-11-30T00:00:00Z,408,Completed,,,3.45217,0,0,Balanced schedule,-0.12823,Under budget,-3.71,3.45217,3.5804,2012-08-15T00:00:00Z,7:06:26,8031X12192
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),855,,FPNG UI&I Stakeholder and Stored Payment Account Management Services,"Turn off Financial Profile and Finance On-Line Shopping Page functionality in RAM and replace with an FPNG user interface and custom database for stakeholder account, deposit account, EFT account, and credit card account maintenance.",2012-01-05T00:00:00Z,2013-02-28T00:00:00Z,420,Completed,2013-02-28T00:00:00Z,2013-06-30T00:00:00Z,4.45,-122,-40.26,Under schedule,0,Balanced budget,0,4.45,4.45,2012-08-15T00:00:00Z,7:06:26,8031X12193
006-000803100,927,6,Department of Commerce,USPTO Fee Processing Next Generation (FPNG),856,,FPNG UI&I Stakeholder and Stored Payment Account Management Reports,Pull stakeholder and stored payment account data into the EDW in order to replace the current RAM reports as well as some report requirements from the BPR effort.,2012-01-05T00:00:00Z,2013-02-28T00:00:00Z,420,Completed,2013-02-28T00:00:00Z,2013-06-30T00:00:00Z,1.225,-122,-40.26,Under schedule,0,Balanced budget,0,1.225,1.225,2012-08-15T00:00:00Z,7:06:26,8031X12194
006-000803200,929,6,Department of Commerce,USPTO Patents End-to-End: Software Engineering (PE2E-SE),943,,PATI patent application text initiative 1 1,ReleasePATI 1.0 functionality to entire Patent Corps; Additional OCR & PG Pub Data conversion; Examiningfunctionality e.g. claim tree for the entire Patent Corps.,2011-08-11T00:00:00Z,2012-04-30T00:00:00Z,263,Completed,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,0.4776,-123,-70.69,Under schedule,0,Balanced budget,0,0.4776,0.4776,2012-05-31T00:00:00Z,6:34:16,8032D12179
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),963,,Authentication Authorization and SSO Prototype,"The objective of this effort is to obtain independent third party expertise to perform a detailed Authentication, Authorization & Single Sign On assessment of the current USPTO IT systems and develop a proposed Authentication, Authorization & Single Sign.",2011-07-28T00:00:00Z,2012-10-02T00:00:00Z,432,Completed,2012-01-17T00:00:00Z,2012-10-02T00:00:00Z,0.28442,-227,-131.21,Under schedule,0,Balanced budget,0,0.28442,0.28442,2012-05-30T00:00:00Z,6:04:04,8034X11005
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),964,,FY11 TM NG Separation and Virtualization,The scope of this project is to separate Trademark AIS to a TM dedicated server and virtualize where possible.,2011-08-06T00:00:00Z,2012-03-04T00:00:00Z,211,Completed,2012-03-04T00:00:00Z,2012-08-30T00:00:00Z,2.3074,-150,-50,Under schedule,0.10133,Excess budget,4.39,2.30738,2.20605,2012-08-16T00:00:00Z,5:23:21,8034X11058
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),965,,TMNG Infrastructure,The proposed new business tools infrastructure project will be conducting prototypes to review the capabilities to include all components necessary to support Trademark processing requirements.,2011-01-17T00:00:00Z,2012-08-24T00:00:00Z,584,Completed,2012-05-25T00:00:00Z,2012-08-24T00:00:00Z,4.11065,-98,-19.84,Under schedule,1.0E-5,Excess budget,0,2.80341,2.8034,2012-07-30T00:00:00Z,9:23:34,8034X11131
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),966,,TSDR 1.0,Modify TRD to display Trademark biographic data to the public.,2009-09-04T00:00:00Z,2011-12-30T00:00:00Z,847,Completed,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,0.81178,-245,-151.23,Under schedule,0,Balanced budget,0,0.81178,0.81178,2012-06-29T00:00:00Z,6:33:08,8034X11137
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),967,,TRM Prototype,The scope of this project is to define and prototype a viable migration path from TRAM to a new database of record that uses independent components and internally developed business logic.,2011-01-08T00:00:00Z,2012-11-06T00:00:00Z,668,Completed,2012-11-06T00:00:00Z,2012-11-06T00:00:00Z,0.38762,-81,-25.71,Under schedule,4.0E-6,Excess budget,0,0.28905,0.289046,2012-07-30T00:00:00Z,9:23:34,8034X12136
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),968,,FY12 TMNG Separation Virtualization,Project will continue moving Trademark systems to a standalone virtual environment.,2012-02-01T00:00:00Z,2013-04-19T00:00:00Z,442,Completed,2013-04-19T00:00:00Z,2013-04-19T00:00:00Z,1.76934,0,0,Balanced schedule,0,Balanced budget,0,1.04463,1.04463,2012-08-16T00:00:00Z,5:23:21,8034X12197
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),971,,Web and Business Services 2 - Phase 1,"To develop the web and business services needed to fully automate The Trademark Buisness processes.  These are defined in the 17 Value Streams, and have been prioritized in the Trademarks Priority List.",2012-02-04T00:00:00Z,2012-11-23T00:00:00Z,293,Completed,2012-11-23T00:00:00Z,2012-11-23T00:00:00Z,3.00238,0,0,Balanced schedule,0,Balanced budget,0,0.94076,0.94076,2012-08-16T00:00:00Z,5:23:21,8034X12233
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2896,,User Interface (UI) - Phase 1,To develop the TM NG User Interface based on the prototype selected.,2012-05-30T00:00:00Z,2012-11-30T00:00:00Z,184,Completed,2012-11-30T00:00:00Z,2012-11-30T00:00:00Z,0.79586,0,0,Balanced schedule,0,Balanced budget,0,0.76187,0.76187,2012-08-16T00:00:00Z,5:23:21,8034X12247
006-000803400,930,6,Department of Commerce,USPTO Trademark Next Generation (TM NG),2897,,Authentication Authorization and SSO,"Using the recommendations from the FY11 AASSO project, this project will procure, deploy and configure the tools necessary to manage the Authentication, Authorization and Single-sign on of the TM NG.",2012-02-22T00:00:00Z,2012-12-13T00:00:00Z,295,Completed,2012-12-13T00:00:00Z,2012-12-13T00:00:00Z,1.08423,0,0,Balanced schedule,0,Balanced budget,0,1.08423,1.08423,2012-08-16T00:00:00Z,5:23:21,8034X12255
